Name,Score,Rank,Type,Episodes,Premiered,Producers,Studios,Genres,Popularity,Members,Favorites,From,To
Gintama.: Porori-hen,8.52,115,TV,13,Fall,"['TV Tokyo', 'Shueisha', 'Dentsu', 'Aniplex']",['Bandai Namco Pictures'],"['Sci-Fi', 'Comedy', 'Action']",1126,182871,860,2017-10-02,2017-12-25
Kimetsu no Yaiba,8.52,116,TV,26,Spring,"['Shueisha', 'Aniplex']",['ufotable'],"['Fantasy', 'Award Winning', 'Action']",7,2621625,84634,2019-04-06,2019-09-28
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,8.52,117,TV,26,Winter,"['Nippon Television Network', 'Victor Entertainment', 'Kodansha', 'Tokuma Shoten', 'Dentsu', 'Bandai Visual']",['Production I.G'],"['Sci-Fi', 'Mystery', 'Action']",966,215996,3035,2004-01-01,2005-01-08
Steins;Gate 0,8.52,118,TV,23,Spring,"['Kadokawa Shoten', 'Movic', 'Media Factory', 'Frontier Works']",['White Fox'],"['Drama', 'Sci-Fi', 'Suspense']",191,796258,11044,2018-04-12,2018-09-27
One Punch Man,8.51,119,TV,12,Fall,"['JR East Marketing & Communications', 'TV Tokyo', 'Good Smile Company', 'Asatsu DK', 'Shueisha', 'Banpresto', 'Bandai Visual', 'Lantis']",['Madhouse'],"['Comedy', 'Action']",4,2929314,60532,2015-10-05,2015-12-21
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,8.51,120,Movie,1,,"['Kadokawa', 'Notes', 'Aniplex']",['ufotable'],"['Fantasy', 'Supernatural', 'Action']",592,343964,3296,2019-01-12,2019-01-12
Hotaru no Haka,8.51,121,Movie,1,,"['add some', 'None found, ']",['Studio Ghibli'],['Drama'],301,607018,7191,1988-04-16,1988-04-16
Yuru Camp△ Movie,8.51,122,Movie,1,,['DeNA'],['C-Station'],['Slice of Life'],2653,54051,250,2022-07-01,2022-07-01
Samurai Champloo,8.5,123,TV,26,Spring,"['Barnum Studio', 'Victor Entertainment', 'flying DOG', 'Tokuma Shoten', 'Fuji TV']",['Manglobe'],"['Adventure', 'Comedy', 'Action']",102,1144567,34862,2004-05-20,2005-03-19
Shingeki no Kyojin Season 2,8.5,124,TV,12,Spring,"['Mainichi Broadcasting System', 'Production I.G', 'Kodansha', 'Pony Canyon Enterprise', 'Dentsu', 'Pony Canyon', 'Techno Sound']",['Wit Studio'],"['Drama', 'Suspense', 'Action']",12,2441339,20285,2017-04-01,2017-06-17
Uchuu Kyoudai,8.5,125,TV,99,Spring,"['Yomiuri Telecasting', 'Trinity Sound']",['A-1 Pictures'],"['Sci-Fi', 'Slice of Life', 'Comedy']",1132,181722,3747,2012-04-01,2014-03-22
Ansatsu Kyoushitsu 2nd Season,8.5,126,TV,25,Winter,"['Avex Pictures', 'Shueisha', 'Dentsu', 'Studio Hibari', 'Kansai Telecasting', 'Fuji TV', 'DAX Production']",['Lerche'],"['Comedy', 'Action']",85,1299341,17046,2016-01-08,2016-07-01
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,8.5,127,TV,39,Spring,"['Medicos Entertainment', 'KlockWorx', 'Shueisha', 'Warner Bros. Japan']",['David Production'],"['Adventure', 'Drama', 'Supernatural', 'Comedy', 'Action']",129,996786,36552,2016-04-02,2016-12-24
Jujutsu Kaisen 0 Movie,8.5,128,Movie,1,,"['Mainichi Broadcasting System', 'TOHO animation', 'Shueisha', 'Sumzap', 'Studio Easter']",['MAPPA'],"['Fantasy', 'Action']",326,577755,8085,2021-12-24,2021-12-24
Aria the Origination,8.49,129,TV,13,Winter,"['TV Tokyo', 'Production I.G', 'Shochiku', 'Mag Garden', 'Media Factory']",['Hal Film Maker'],"['Fantasy', 'Sci-Fi', 'Slice of Life']",1596,119694,3966,2008-01-08,2008-04-01
Banana Fish,8.49,130,TV,24,Summer,"['Movic', 'Dentsu', 'Shogakukan', 'Fuji TV', 'Aniplex']",['MAPPA'],"['Adventure', 'Drama', 'Action']",209,763368,27867,2018-07-06,2018-12-21
Fruits Basket: Prelude,8.49,131,Movie,1,,"['TV Tokyo', 'Avex Pictures', 'TV Osaka', 'Nihon Ad Systems', 'Funimation', 'Hakusensha', '8PAN']",['TMS Entertainment'],"['Drama', 'Romance']",2169,76005,677,2022-02-18,2022-02-18
Mob Psycho 100,8.49,132,TV,12,Summer,"['Hakuhodo DY Music & Pictures', 'KlockWorx', 'Shogakukan', 'Warner Bros. Japan', 'BS Fuji']",['Bones'],"['Supernatural', 'Comedy', 'Action']",33,1845742,42535,2016-07-11,2016-09-27
Rainbow: Nisha Rokubou no Shichinin,8.48,133,TV,26,Spring,"['Nippon Television Network', 'VAP']",['Madhouse'],"['Drama', 'Suspense']",534,370530,8104,2010-04-07,2010-09-29
Tian Guan Ci Fu Special,8.48,134,ONA,1,,['bilibili'],['Haoliners Animation League'],"['Drama', 'Supernatural']",3375,35115,361,2021-02-16,2021-02-16
Gintama: The Semi-Final,8.48,135,Special,2,,"['add some', 'None found, ']",['Bandai Namco Pictures'],"['Comedy', 'Action']",2443,62875,222,2021-01-15,2021-01-20
Chihayafuru 3,8.47,136,TV,24,Fall,"['Nippon Television Network', 'Kodansha', 'FBC', 'TC Entertainment', 'Nippon Television Music']",['Madhouse'],"['Drama', 'Sports']",1532,126078,1372,2019-10-23,2020-03-25
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.47,137,Movie,1,,"['Mainichi Broadcasting System', 'Movic', 'Nitroplus', 'Aniplex', 'Houbunsha']",['Shaft'],"['Drama', 'Mystery', 'Suspense']",576,350537,8077,2013-10-26,2013-10-26
Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,8.46,138,Movie,1,,"['Kadokawa Media House', 'MAGES.', 'Sammy', 'Toranoana', 'Kadokawa', '81 Produce', 'Nippon Columbia', 'Sony Music Solutions']",['J.C.Staff'],"['Adventure', 'Fantasy', 'Comedy']",251,679237,4484,2019-08-30,2019-08-30
Mo Dao Zu Shi,8.46,139,ONA,15,,['Tencent Penguin Pictures'],['B.CMAY PICTURES'],"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Action']",1026,204641,6040,2018-07-09,2018-10-06
Nichijou,8.46,140,TV,26,Spring,"['Kadokawa Shoten', 'Movic', 'Rakuonsha', 'KlockWorx', 'Animation Do', 'Kadokawa Pictures Japan', 'Lantis']",['Kyoto Animation'],['Comedy'],182,819352,21790,2011-04-03,2011-09-25
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,8.46,141,TV,12,Winter,"['Memory-Tech', 'Kadokawa Media House', 'Hakuhodo DY Music & Pictures', 'AT-X', 'Kadokawa']",['White Fox'],"['Drama', 'Fantasy', 'Suspense']",216,757652,11483,2021-01-06,2021-03-24
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,8.46,142,Movie,1,,"['Movic', 'AT-X', 'MAGES.', 'Kadokawa Pictures Japan', 'Media Factory', 'Frontier Works']",['White Fox'],"['Drama', 'Sci-Fi']",342,553657,2473,2013-04-20,2013-04-20
Golden Kamuy 3rd Season,8.46,143,TV,12,Fall,"['Magic Capsule', 'Twin Engine', 'NBCUniversal Entertainment Japan']",['Geno Studio'],"['Adventure', 'Action']",1410,141343,1341,2020-10-05,2020-12-21
Karakai Jouzu no Takagi-san 3,8.46,144,TV,12,Winter,"['Magic Capsule', 'TOHO animation', 'Toho Music', 'Asmik Ace', 'Shogakukan-Shueisha Productions', 'Shogakukan']",['Shin-Ei Animation'],['Comedy'],1338,151648,2166,2022-01-08,2022-03-26
Haikyuu!!,8.45,145,TV,25,Spring,"['Mainichi Broadcasting System', 'TOHO animation', 'Movic', 'Shueisha', 'Dentsu', 'Spacey Music Entertainment']",['Production I.G'],['Sports'],37,1784944,69092,2014-04-06,2014-09-21
Yuu☆Yuu☆Hakusho,8.45,146,TV,112,Fall,"['Yomiko Advertising', 'Fuji TV']",['Pierrot'],"['Supernatural', 'Comedy', 'Action']",284,627977,20930,1992-10-10,1995-01-07
Zoku Owarimonogatari,8.45,147,Movie,6,,"['Kodansha', 'Aniplex']",['Shaft'],"['Supernatural', 'Mystery', 'Comedy']",1015,206509,916,2018-11-10,2018-11-10
Mo Dao Zu Shi: Xian Yun Pian,8.45,148,ONA,8,,['Tencent Penguin Pictures'],['B.CMAY PICTURES'],"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Action']",1944,91319,1106,2019-08-03,2019-09-21
Owarimonogatari,8.45,149,TV,12,Fall,['Aniplex'],['Shaft'],"['Supernatural', 'Mystery', 'Comedy']",432,448799,2760,2015-10-04,2015-12-20
Mushishi Zoku Shou: Odoro no Michi,8.44,150,Special,1,,"['Kodansha', 'Delfi Sound', 'Aniplex']",['Artland'],"['Adventure', 'Fantasy', 'Supernatural', 'Mystery', 'Slice of Life']",1913,93901,114,2014-08-20,2014-08-20
Saenai Heroine no Sodatekata Fine,8.44,151,Movie,1,,['Aniplex'],['CloverWorks'],"['Comedy', 'Romance']",1270,161319,2306,2019-10-26,2019-10-26
Gintama: Yorinuki Gintama-san on Theater 2D,8.44,152,Movie,2,,"['add some', 'None found, ']",['Sunrise'],"['Sci-Fi', 'Comedy', 'Action']",3085,41034,43,2012-08-26,2012-08-26
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,8.44,153,TV,24,Winter,"['Kamikaze Douga', 'KlockWorx', 'Shueisha', 'Yomiko Advertising', 'Warner Bros. Japan']",['David Production'],"['Adventure', 'Drama', 'Supernatural', 'Action']",133,992217,19157,2015-01-10,2015-06-20
Wu Liuqi Zhi Xuanwu Guo Pian,8.44,154,ONA,10,,"['Sharefun Studio', 'AHA Entertainment']","['add some', 'None found, ']","['Adventure', 'Drama', 'Mystery', 'Comedy', 'Action']",2951,44444,681,2021-01-21,2021-05-05
Vivy: Fluorite Eye's Song,8.43,155,TV,13,Spring,['Aniplex'],['Wit Studio'],"['Sci-Fi', 'Suspense', 'Action']",422,458072,9535,2021-04-03,2021-06-19
Kono Oto Tomare! Part 2,8.43,156,TV,13,Fall,"['Memory-Tech', 'Movic', 'Pony Canyon Enterprise', 'KlockWorx', 'Shueisha', 'King Records', 'WOWOW']",['Platinum Vision'],"['Drama', 'Romance']",1348,150389,1576,2019-10-06,2019-12-29
Koukaku Kidoutai: Stand Alone Complex,8.43,157,TV,26,Fall,"['Nippon Television Network', 'Victor Entertainment', 'Kodansha', 'Tokuma Shoten', 'Dentsu', 'Animax', 'Trilogy Future Studio', 'Bandai Visual']",['Production I.G'],"['Sci-Fi', 'Award Winning', 'Action']",525,375622,8261,2002-10-01,2003-10-01
Mononoke,8.43,158,TV,12,Summer,"['Asmik Ace', 'Sony Music Entertainment', 'Dentsu', 'Fuji TV', 'SKY Perfect Well Think']",['Toei Animation'],"['Fantasy', 'Supernatural', 'Mystery', 'Horror']",714,293587,7357,2007-07-13,2007-09-28
Saiki Kusuo no Ψ-nan 2,8.43,159,TV,24,Winter,"['TV Tokyo', 'Bandai Namco Entertainment', 'Dear Stage inc.', 'Asmik Ace', 'KlockWorx', 'Shueisha', ""Toy's Factory"", 'Shogakukan-Shueisha Productions', 'Nippon Columbia']","['J.C.Staff', 'Egg Firm']","['Supernatural', 'Comedy']",331,573163,3971,2018-01-17,2018-06-27
Grand Blue,8.43,160,TV,12,Summer,"['JR East Marketing & Communications', 'Mainichi Broadcasting System', 'Avex Pictures', 'Q-Tec', 'GYAO!', 'Kodansha', 'NBCUniversal Entertainment Japan']",['Zero-G'],['Comedy'],248,684624,17462,2018-07-14,2018-09-29
Josee to Tora to Sakana-tachi,8.43,161,Movie,1,,"['Movie Walker', 'Sonilude', 'Shochiku', 'Kadokawa']",['Bones'],"['Drama', 'Romance']",603,337848,5266,2020-12-25,2020-12-25
Saiki Kusuo no Ψ-nan,8.42,162,TV,120,Summer,"['TV Tokyo', 'Bandai Namco Entertainment', 'Dear Stage inc.', 'Asmik Ace', 'KlockWorx', 'Shueisha', 'Pony Canyon', ""Toy's Factory"", 'Shogakukan-Shueisha Productions', 'Nippon Columbia']","['J.C.Staff', 'Egg Firm']","['Supernatural', 'Comedy']",139,978375,26315,2016-07-04,2016-12-26
Major S5,8.41,163,TV,25,Winter,"['NHK', 'Shogakukan-Shueisha Productions']",['SynergySP'],"['Drama', 'Sports', 'Comedy', 'Romance']",2342,67407,613,2009-01-10,2009-06-27
Natsume Yuujinchou Movie: Utsusemi ni Musubu,8.41,164,Movie,1,,['Aniplex'],['Shuka'],"['Drama', 'Supernatural', 'Slice of Life']",2413,64004,179,2018-09-29,2018-09-29
Shingeki no Kyojin: Kuinaki Sentaku,8.41,165,OVA,2,,"['Mainichi Broadcasting System', 'Production I.G', 'Kodansha', 'Dentsu', 'Pony Canyon']",['Wit Studio'],['Action'],411,467383,1813,2014-12-09,2015-04-09
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,8.41,166,Movie,1,,['Shochiku'],['Kyoto Animation'],"['Drama', 'Fantasy', 'Slice of Life']",553,363915,1368,2019-09-06,2019-09-06
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.41,167,TV,12,Winter,"['JR East Marketing & Communications', 'Mainichi Broadcasting System', 'Magic Capsule', 'Shueisha', 'Aniplex']",['A-1 Pictures'],['Comedy'],57,1531577,35984,2019-01-12,2019-03-30
Gintama°: Aizome Kaori-hen,8.4,168,OVA,2,,"['TV Tokyo', 'Dentsu']",['Bandai Namco Pictures'],['Comedy'],2125,78414,130,2016-08-04,2016-11-04
Houseki no Kuni,8.4,169,TV,12,Fall,"['Mainichi Broadcasting System', 'TOHO animation', 'Movic', 'Tokyo MX', 'Q-Tec', 'AT-X', 'Kodansha', 'Kyoraku Industrial Holdings', 'BS11']",['Orange'],"['Drama', 'Fantasy', 'Mystery', 'Action']",468,413288,12034,2017-10-07,2017-12-23
Hunter x Hunter,8.4,170,TV,62,Fall,['Fuji TV'],['Nippon Animation'],"['Adventure', 'Fantasy', 'Action']",349,542898,10103,1999-10-16,2001-03-31
Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),8.4,171,Movie,1,,['Notes'],['ufotable'],"['Supernatural', 'Mystery', 'Suspense', 'Romance', 'Action']",1063,195874,2252,2009-08-08,2009-08-08
Kaze ga Tsuyoku Fuiteiru,8.4,172,TV,23,Fall,"['Nippon Television Network', 'TOHO animation', 'Movic', 'Yomiuri Shimbun', 'MediaLink Entertainment Limited', ""Toy's Factory"", 'Cygames']",['Production I.G'],"['Drama', 'Sports']",770,273825,5628,2018-10-03,2019-03-27
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,8.4,173,Movie,1,,"['Rakuonsha', 'Hakuhodo DY Music & Pictures', 'Showgate', 'Cygames', 'Bandai Visual', 'Lantis']",['P.A. Works'],"['Drama', 'Fantasy']",520,380326,6636,2018-02-24,2018-02-24
Tian Guan Ci Fu,8.4,174,ONA,11,,"['Reddog Culture House', 'bilibili']",['Haoliners Animation League'],"['Adventure', 'Drama', 'Supernatural', 'Action']",1757,107049,4039,2020-10-31,2021-01-02
Natsume Yuujinchou Roku Specials,8.39,175,Special,2,,['NAZ'],['Shuka'],"['Drama', 'Supernatural', 'Slice of Life']",3023,42343,67,2017-09-27,2017-10-25
Non Non Biyori Nonstop,8.39,176,TV,12,Winter,"['TV Tokyo', 'AT-X', 'Bandai Namco Arts', 'Bit grooove promotion', 'Kadokawa', 'Sony Music Solutions', 'Lantis']",['SILVER LINK.'],['Slice of Life'],1725,109246,866,2021-01-11,2021-03-29
Tensei shitara Slime Datta Ken 2nd Season,8.39,177,TV,12,Winter,['Kodansha'],['8bit'],"['Adventure', 'Fantasy', 'Comedy', 'Action']",190,799475,10008,2021-01-12,2021-03-30
3-gatsu no Lion,8.39,178,TV,22,Fall,"['NHK', 'Asmik Ace', 'Hakusensha', 'Dentsu', ""Toy's Factory"", 'Aniplex']",['Shaft'],"['Drama', 'Slice of Life']",282,629794,14740,2016-10-08,2017-03-18
Chihayafuru 2,8.39,179,TV,25,Winter,"['Nippon Television Network', 'VAP']",['Madhouse'],"['Drama', 'Sports']",938,220824,1562,2013-01-12,2013-06-29
Cross Game,8.39,180,TV,50,Spring,"['TV Tokyo', 'Shogakukan-Shueisha Productions']",['SynergySP'],"['Drama', 'Sports', 'Romance']",1618,118018,2946,2009-04-05,2010-03-28
Kamisama Hajimemashita: Kako-hen,8.39,181,OVA,4,,"['add some', 'None found, ']",['TMS Entertainment'],"['Fantasy', 'Comedy', 'Romance']",1331,152402,940,2015-08-20,2016-08-19
Barakamon,8.38,182,TV,12,Summer,"['Nippon Television Network', 'VAP']",['Kinema Citrus'],['Slice of Life'],289,617917,12323,2014-07-06,2014-09-28
Cowboy Bebop: Tengoku no Tobira,8.38,183,Movie,1,,"['Sunrise', 'Bandai Visual']",['Bones'],"['Sci-Fi', 'Action']",584,347748,1376,2001-09-01,2001-09-01
Fumetsu no Anata e,8.38,184,TV,20,Spring,"['NHK Enterprises', 'NHK', 'Kodansha']","[""Brain's Base""]","['Adventure', 'Drama', 'Supernatural']",223,745180,12862,2021-04-12,2021-08-30
Kimetsu no Yaiba: Mugen Ressha-hen,8.38,185,TV,7,Fall,"['Shueisha', 'Aniplex']",['ufotable'],"['Fantasy', 'Action']",360,522496,3503,2021-10-10,2021-11-28
Yoru ni Kakeru,8.38,186,Music,1,,['Sony Music Entertainment'],"['add some', 'None found, ']",,4804,16086,78,2019-11-16,2019-11-16
Usagi Drop,8.37,187,TV,11,Summer,"['Toho', 'Sakura Create', 'Fujipacific Music', 'Tohokushinsha Film Corporation', 'Dentsu', 'Sony Music Entertainment', 'Shodensha', 'Fuji TV']",['Production I.G'],['Slice of Life'],410,467503,5954,2011-07-08,2011-09-16
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,8.37,188,TV,12,Summer,"['Movic', 'Delfi Sound', 'NBCUniversal Entertainment Japan', 'Marvelous', 'TBS']",['feel.'],"['Comedy', 'Romance']",277,641573,13111,2020-07-10,2020-09-25
Made in Abyss Movie 2: Hourou Suru Tasogare,8.37,189,Movie,1,,['IRMA LA DOUCE'],['Kinema Citrus'],"['Adventure', 'Drama', 'Fantasy', 'Sci-Fi', 'Mystery']",1689,111866,188,2019-01-18,2019-01-18
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,8.37,190,Movie,1,,"['Mainichi Broadcasting System', 'Movic', 'Nitroplus', 'Aniplex', 'Houbunsha']",['Shaft'],"['Drama', 'Suspense']",1082,190664,1013,2012-10-13,2012-10-13
Mushoku Tensei: Isekai Ittara Honki Dasu,8.37,191,TV,11,Winter,"['TOHO animation', 'GREE', 'Toho Music', 'Hakuhodo DY Music & Pictures', 'BS11', 'Kadokawa', 'Egg Firm', 'Frontier Works']",['Studio Bind'],"['Drama', 'Fantasy', 'Ecchi']",124,1042715,25939,2021-01-11,2021-03-22
Baccano!,8.37,192,TV,13,Summer,"['Happinet Pictures', 'Sakura Create', 'Aniplex']","[""Brain's Base""]","['Supernatural', 'Mystery', 'Comedy', 'Action']",169,855481,22659,2007-07-27,2007-11-02
Kizumonogatari I: Tekketsu-hen,8.37,193,Movie,1,,"['Kodansha', 'Aniplex']",['Shaft'],,394,488622,3270,2016-01-08,2016-01-08
Dr. Stone: Ryuusui,8.36,194,Special,1,,"['TOHO animation', 'Shueisha']",['TMS Entertainment'],"['Adventure', 'Sci-Fi', 'Comedy']",1326,152959,573,2022-07-10,2022-07-10
Haikyuu!! To the Top,8.36,195,TV,13,Winter,"['Mainichi Broadcasting System', 'TOHO animation', 'Movic', 'Sony Music Entertainment', 'Dentsu', 'Shueisha']",['Production I.G'],['Sports'],178,825970,4910,2020-01-11,2020-04-04
Hellsing Ultimate,8.36,196,OVA,10,,"['StudioRF Inc.', 'Geneon Universal Entertainment', 'Shounen Gahousha']","['Graphinica', 'Satelight', 'Madhouse']","['Supernatural', 'Horror', 'Action']",170,854127,20255,2006-02-10,2012-12-26
Kaze no Tani no Nausicaä,8.36,197,Movie,1,,"['add some', 'None found, ']",['Topcraft'],"['Adventure', 'Fantasy', 'Award Winning']",594,343273,4707,1984-03-11,1984-03-11
Mahou Shoujo Madoka★Magica,8.36,198,TV,12,Winter,"['Mainichi Broadcasting System', 'Movic', 'Nitroplus', 'Aniplex', 'Houbunsha']",['Shaft'],"['Drama', 'Suspense', 'Award Winning']",94,1195542,51041,2011-01-07,2011-04-22
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8.35,199,TV,13,Summer,"['Memory-Tech', 'Kadokawa Media House', 'Hakuhodo DY Music & Pictures', 'AT-X', 'Kadokawa']",['White Fox'],"['Drama', 'Fantasy', 'Suspense']",135,984814,11017,2020-07-08,2020-09-30
Bakuman. 2nd Season,8.35,200,TV,25,Fall,"['NHK', 'Shueisha']",['J.C.Staff'],"['Drama', 'Comedy', 'Romance']",608,336395,1348,2011-10-01,2012-03-24
Gintama: Shiroyasha Koutan,8.35,201,Special,1,,"['add some', 'None found, ']",['Sunrise'],"['Sci-Fi', 'Comedy', 'Action']",2386,65403,86,2008-09-21,2008-09-21
K-On! Movie,8.35,202,Movie,1,,"['Pony Canyon', 'Animation Do']",['Kyoto Animation'],['Comedy'],683,305626,2576,2011-12-03,2011-12-03
Given,8.34,203,TV,11,Summer,"['Movic', 'Dentsu', 'Fuji TV', 'Aniplex', 'Shinshokan']",['Lerche'],"['Drama', 'Boys Love']",379,502814,15860,2019-07-12,2019-09-20
Gotcha!,8.34,204,Music,1,,"['add some', 'None found, ']",['Bones'],['Fantasy'],3826,26999,218,2020-09-29,2020-09-29
Kingdom 2nd Season,8.34,205,TV,39,Summer,"['NHK Enterprises', 'NHK']",['Pierrot'],['Action'],1691,111742,808,2013-06-08,2014-03-02
Kiseijuu: Sei no Kakuritsu,8.34,206,TV,24,Fall,"['Nippon Television Network', 'Forecast Communications', 'Kodansha', 'VAP']",['Madhouse'],"['Sci-Fi', 'Horror', 'Action']",42,1706885,32491,2014-10-09,2015-03-26
Neon Genesis Evangelion,8.34,207,TV,26,Fall,"['TV Tokyo', 'Kadokawa Shoten', 'Nihon Ad Systems', 'Audio Tanaka']","['Tatsunoko Production', 'Gainax']","['Drama', 'Avant Garde', 'Sci-Fi', 'Suspense', 'Award Winning', 'Action']",46,1638464,96284,1995-10-04,1996-03-27
One Outs,8.34,208,TV,25,Fall,"['Nippon Television Network', 'VAP', 'D.N. Dream Partners']",['Madhouse'],['Sports'],935,222184,3837,2008-10-08,2009-04-01
Psycho-Pass,8.34,209,TV,22,Fall,"['TOHO animation', 'Sony Music Entertainment', 'Dentsu', 'Nitroplus', 'Kyoraku Industrial Holdings', 'Fuji TV']",['Production I.G'],"['Sci-Fi', 'Suspense', 'Action']",58,1518109,36879,2012-10-12,2013-03-22
Major S6,8.33,210,TV,25,Spring,"['NHK', 'Shogakukan-Shueisha Productions']",['SynergySP'],"['Drama', 'Sports', 'Comedy']",2529,59531,466,2010-04-03,2010-09-25
Natsume Yuujinchou: Itsuka Yuki no Hi ni,8.33,211,OVA,1,,"['Nihon Ad Systems', 'Aniplex']","[""Brain's Base""]","['Drama', 'Supernatural', 'Slice of Life']",2184,75289,102,2014-02-01,2014-02-01
Romeo no Aoi Sora,8.33,212,TV,33,Winter,"['add some', 'None found, ']",['Nippon Animation'],"['Adventure', 'Drama', 'Slice of Life']",2876,46298,595,1995-01-15,1995-12-17
Uchuu Senkan Yamato 2199,8.33,213,OVA,26,,"['Bandai', 'Production I.G', 'Shochiku', 'Tohokushinsha Film Corporation', 'Bandai Namco Games', 'Voyager Entertainment', 'Bandai Visual', 'OLM', 'Lantis']","['AIC', 'Xebec']","['Drama', 'Sci-Fi', 'Action']",1734,108258,1680,2012-05-25,2013-10-25
Versailles no Bara,8.33,214,TV,40,Fall,['Nippon Television Network'],['Tokyo Movie Shinsha'],"['Drama', 'Romance']",1988,88513,2733,1979-10-10,1980-09-03
Bakemonogatari,8.33,215,TV,15,Summer,"['Kodansha', 'Aniplex']",['Shaft'],"['Supernatural', 'Mystery', 'Romance']",82,1317034,47240,2009-07-03,2010-06-25
Kidou Senshi Gundam: The Origin,8.33,216,OVA,6,,['Sotsu'],['Sunrise'],"['Sci-Fi', 'Action']",2360,66467,794,2015-02-28,2018-05-05
Kobayashi-san Chi no Maid Dragon S,8.33,217,TV,12,Summer,"['Heart Company', 'Lantis']",['Kyoto Animation'],"['Fantasy', 'Slice of Life']",398,481877,5637,2021-07-08,2021-09-23
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.32,218,TV,11,Spring,"['Fujipacific Music', 'Dentsu', 'Fuji TV', 'Aniplex']",['A-1 Pictures'],"['Drama', 'Supernatural']",60,1508523,31878,2011-04-15,2011-06-24
Fate/stay night: Unlimited Blade Works 2nd Season,8.32,219,TV,13,Spring,"['Notes', 'Aniplex']",['ufotable'],"['Fantasy', 'Supernatural', 'Action']",192,793660,8898,2015-04-05,2015-06-28
Initial D First Stage,8.32,220,TV,26,Spring,"['OB Planning', 'Fuji TV']","['Gallop', 'Studio Comet']","['Drama', 'Action']",620,329853,10347,1998-04-19,1998-12-06
Katanagatari,8.32,221,TV,12,Winter,"['Movic', 'Kodansha', 'Fuji TV', 'Aniplex', 'Lantis']",['White Fox'],"['Adventure', 'Romance', 'Action']",358,531280,10526,2010-01-26,2010-12-11
Kawaki wo Ameku,8.32,222,Music,1,,"['add some', 'None found, ']","['add some', 'None found, ']",,3844,26690,192,2019-01-29,2019-01-29
Kemono no Souja Erin,8.32,223,TV,50,Winter,['NHK'],"['Production I.G', 'Trans Arts']","['Drama', 'Fantasy', 'Slice of Life']",2081,81275,1470,2009-01-10,2009-12-26
Natsume Yuujinchou Go Specials,8.32,224,Special,2,,"['add some', 'None found, ']",['Shuka'],"['Drama', 'Supernatural', 'Slice of Life']",3056,41742,52,2017-03-30,2017-04-26
Ookami to Koushinryou II,8.32,225,TV,12,Summer,"['flying DOG', 'Imagin']","[""Brain's Base"", 'Marvy Jack']","['Adventure', 'Fantasy', 'Romance']",416,463051,4156,2009-07-09,2009-09-24
Tensei shitara Slime Datta Ken 2nd Season Part 2,8.32,226,TV,12,Summer,"['Bandai Spirits', 'Bandai Namco Arts', 'Kodansha', 'BS11', 'Micro Magazine Publishing', 'ADK Marketing Solutions', 'Sony Music Solutions']",['8bit'],"['Adventure', 'Fantasy', 'Comedy', 'Action']",304,605919,10031,2021-07-06,2021-09-21
